event_name,tp_pct,sl_pct,long_exit_reason,short_exit_reason,first_side_to_hit,long_pnl_pct,short_pnl_pct,combined_pnl_pct,combined_pnl_pct_after_fees,long_mfe_pct,long_mae_pct,short_mfe_pct,short_mae_pct,ambiguous_bar
Powell_Testimony_House,0.5,0.5,tp,sl,long,0.5,-0.5,0.0,-0.2,0.708542,-0.315183,0.315183,-0.708542,False
Powell_Testimony_House,0.5,1.0,tp,sl,long,0.5,-1.0,-0.5,-0.7,0.708542,-0.315183,0.315183,-1.063847,False
Powell_Testimony_House,0.5,1.5,tp,sl,long,0.5,-1.5,-1.0,-1.2,0.708542,-0.315183,0.315183,-1.585844,False
Powell_Testimony_House,0.5,2.0,tp,timeout,long,0.5,-0.921146,-0.421146,-0.621146,0.708542,-0.315183,0.315183,-1.585844,False
Powell_Testimony_House,1.0,0.5,tp,sl,long,1.0,-0.5,0.5,0.3,1.063847,-0.315183,0.315183,-0.708542,False
Powell_Testimony_House,1.0,1.0,tp,sl,long,1.0,-1.0,0.0,-0.2,1.063847,-0.315183,0.315183,-1.063847,False
Powell_Testimony_House,1.0,1.5,tp,sl,long,1.0,-1.5,-0.5,-0.7,1.063847,-0.315183,0.315183,-1.585844,False
Powell_Testimony_House,1.0,2.0,tp,timeout,long,1.0,-0.921146,0.078854,-0.121146,1.063847,-0.315183,0.315183,-1.585844,False
Powell_Testimony_House,1.5,0.5,tp,sl,long,1.5,-0.5,1.0,0.8,1.585844,-0.315183,0.315183,-0.708542,False
Powell_Testimony_House,1.5,1.0,tp,sl,long,1.5,-1.0,0.5,0.3,1.585844,-0.315183,0.315183,-1.063847,False
Powell_Testimony_House,1.5,1.5,tp,sl,long,1.5,-1.5,0.0,-0.2,1.585844,-0.315183,0.315183,-1.585844,False
Powell_Testimony_House,1.5,2.0,tp,timeout,long,1.5,-0.921146,0.578854,0.378854,1.585844,-0.315183,0.315183,-1.585844,False
Powell_Testimony_House,2.0,0.5,timeout,sl,none,0.921146,-0.5,0.421146,0.221146,1.585844,-0.315183,0.315183,-0.708542,False
Powell_Testimony_House,2.0,1.0,timeout,sl,none,0.921146,-1.0,-0.078854,-0.278854,1.585844,-0.315183,0.315183,-1.063847,False
Powell_Testimony_House,2.0,1.5,timeout,sl,none,0.921146,-1.5,-0.578854,-0.778854,1.585844,-0.315183,0.315183,-1.585844,False
Powell_Testimony_House,2.0,2.0,timeout,timeout,none,0.921146,-0.921146,0.0,-0.2,1.585844,-0.315183,0.315183,-1.585844,False
Powell_Testimony_House,3.0,0.5,timeout,sl,none,0.921146,-0.5,0.421146,0.221146,1.585844,-0.315183,0.315183,-0.708542,False
Powell_Testimony_House,3.0,1.0,timeout,sl,none,0.921146,-1.0,-0.078854,-0.278854,1.585844,-0.315183,0.315183,-1.063847,False
Powell_Testimony_House,3.0,1.5,timeout,sl,none,0.921146,-1.5,-0.578854,-0.778854,1.585844,-0.315183,0.315183,-1.585844,False
Powell_Testimony_House,3.0,2.0,timeout,timeout,none,0.921146,-0.921146,0.0,-0.2,1.585844,-0.315183,0.315183,-1.585844,False
Jackson_Hole,0.5,0.5,sl,tp,short,-0.5,0.5,0.0,-0.2,0.235828,-0.646843,0.646843,-0.235828,False
Jackson_Hole,0.5,1.0,tp,tp,short,0.5,0.5,1.0,0.8,1.919386,-0.646843,0.646843,-0.235828,False
Jackson_Hole,0.5,1.5,tp,tp,short,0.5,0.5,1.0,0.8,1.919386,-0.646843,0.646843,-0.235828,False
Jackson_Hole,0.5,2.0,tp,tp,short,0.5,0.5,1.0,0.8,1.919386,-0.646843,0.646843,-0.235828,False
Jackson_Hole,1.0,0.5,sl,sl,long,-0.5,-0.5,-1.0,-1.2,0.235828,-0.646843,0.646843,-1.919386,False
Jackson_Hole,1.0,1.0,tp,sl,long,1.0,-1.0,0.0,-0.2,1.919386,-0.646843,0.646843,-1.919386,False
Jackson_Hole,1.0,1.5,tp,sl,long,1.0,-1.5,-0.5,-0.7,1.919386,-0.646843,0.646843,-1.919386,False
Jackson_Hole,1.0,2.0,tp,sl,long,1.0,-2.0,-1.0,-1.2,1.919386,-0.646843,0.646843,-2.533004,False
Jackson_Hole,1.5,0.5,sl,sl,long,-0.5,-0.5,-1.0,-1.2,0.235828,-0.646843,0.646843,-1.919386,False
Jackson_Hole,1.5,1.0,tp,sl,long,1.5,-1.0,0.5,0.3,1.919386,-0.646843,0.646843,-1.919386,False
Jackson_Hole,1.5,1.5,tp,sl,long,1.5,-1.5,0.0,-0.2,1.919386,-0.646843,0.646843,-1.919386,False
Jackson_Hole,1.5,2.0,tp,sl,long,1.5,-2.0,-0.5,-0.7,1.919386,-0.646843,0.646843,-2.533004,False
Jackson_Hole,2.0,0.5,sl,sl,long,-0.5,-0.5,-1.0,-1.2,0.235828,-0.646843,0.646843,-1.919386,False
Jackson_Hole,2.0,1.0,tp,sl,long,2.0,-1.0,1.0,0.8,2.533004,-0.646843,0.646843,-1.919386,False
Jackson_Hole,2.0,1.5,tp,sl,long,2.0,-1.5,0.5,0.3,2.533004,-0.646843,0.646843,-1.919386,False
Jackson_Hole,2.0,2.0,tp,sl,long,2.0,-2.0,0.0,-0.2,2.533004,-0.646843,0.646843,-2.533004,False
Jackson_Hole,3.0,0.5,sl,sl,long,-0.5,-0.5,-1.0,-1.2,0.235828,-0.646843,0.646843,-1.919386,False
Jackson_Hole,3.0,1.0,tp,sl,long,3.0,-1.0,2.0,1.8,3.369207,-0.646843,0.646843,-1.919386,False
Jackson_Hole,3.0,1.5,tp,sl,long,3.0,-1.5,1.5,1.3,3.369207,-0.646843,0.646843,-1.919386,False
Jackson_Hole,3.0,2.0,tp,sl,long,3.0,-2.0,1.0,0.8,3.369207,-0.646843,0.646843,-2.533004,False
Economic_Outlook,0.5,0.5,sl,tp,short,-0.5,0.5,0.0,-0.2,0.142632,-0.556193,0.556193,-0.142632,False
Economic_Outlook,0.5,1.0,sl,tp,short,-1.0,0.5,-0.5,-0.7,0.48643,-1.005591,0.556193,-0.142632,False
Economic_Outlook,0.5,1.5,timeout,tp,short,-0.659643,0.5,-0.159643,-0.359643,0.48643,-1.201261,0.556193,-0.142632,False
Economic_Outlook,0.5,2.0,timeout,tp,short,-0.659643,0.5,-0.159643,-0.359643,0.48643,-1.201261,0.556193,-0.142632,False
Economic_Outlook,1.0,0.5,sl,tp,short,-0.5,1.0,0.5,0.3,0.142632,-0.556193,1.005591,-0.48643,False
Economic_Outlook,1.0,1.0,sl,tp,short,-1.0,1.0,0.0,-0.2,0.48643,-1.005591,1.005591,-0.48643,False
Economic_Outlook,1.0,1.5,timeout,tp,short,-0.659643,1.0,0.340357,0.140357,0.48643,-1.201261,1.005591,-0.48643,False
Economic_Outlook,1.0,2.0,timeout,tp,short,-0.659643,1.0,0.340357,0.140357,0.48643,-1.201261,1.005591,-0.48643,False
Economic_Outlook,1.5,0.5,sl,timeout,none,-0.5,0.659643,0.159643,-0.040357,0.142632,-0.556193,1.201261,-0.48643,False
Economic_Outlook,1.5,1.0,sl,timeout,none,-1.0,0.659643,-0.340357,-0.540357,0.48643,-1.005591,1.201261,-0.48643,False
Economic_Outlook,1.5,1.5,timeout,timeout,none,-0.659643,0.659643,0.0,-0.2,0.48643,-1.201261,1.201261,-0.48643,False
Economic_Outlook,1.5,2.0,timeout,timeout,none,-0.659643,0.659643,0.0,-0.2,0.48643,-1.201261,1.201261,-0.48643,False
Economic_Outlook,2.0,0.5,sl,timeout,none,-0.5,0.659643,0.159643,-0.040357,0.142632,-0.556193,1.201261,-0.48643,False
Economic_Outlook,2.0,1.0,sl,timeout,none,-1.0,0.659643,-0.340357,-0.540357,0.48643,-1.005591,1.201261,-0.48643,False
Economic_Outlook,2.0,1.5,timeout,timeout,none,-0.659643,0.659643,0.0,-0.2,0.48643,-1.201261,1.201261,-0.48643,False
Economic_Outlook,2.0,2.0,timeout,timeout,none,-0.659643,0.659643,0.0,-0.2,0.48643,-1.201261,1.201261,-0.48643,False
Economic_Outlook,3.0,0.5,sl,timeout,none,-0.5,0.659643,0.159643,-0.040357,0.142632,-0.556193,1.201261,-0.48643,False
Economic_Outlook,3.0,1.0,sl,timeout,none,-1.0,0.659643,-0.340357,-0.540357,0.48643,-1.005591,1.201261,-0.48643,False
Economic_Outlook,3.0,1.5,timeout,timeout,none,-0.659643,0.659643,0.0,-0.2,0.48643,-1.201261,1.201261,-0.48643,False
Economic_Outlook,3.0,2.0,timeout,timeout,none,-0.659643,0.659643,0.0,-0.2,0.48643,-1.201261,1.201261,-0.48643,False
NABE,0.5,0.5,tp,sl,long,0.5,-0.5,0.0,-0.2,0.566001,-0.048725,0.048725,-0.566001,False
NABE,0.5,1.0,tp,sl,long,0.5,-1.0,-0.5,-0.7,0.566001,-0.048725,0.048725,-1.159809,False
NABE,0.5,1.5,tp,sl,long,0.5,-1.5,-1.0,-1.2,0.566001,-0.048725,0.048725,-2.452259,False
NABE,0.5,2.0,tp,sl,long,0.5,-2.0,-1.5,-1.7,0.566001,-0.048725,0.048725,-2.452259,False
NABE,1.0,0.5,tp,sl,long,1.0,-0.5,0.5,0.3,1.159809,-0.048725,0.048725,-0.566001,False
NABE,1.0,1.0,tp,sl,long,1.0,-1.0,0.0,-0.2,1.159809,-0.048725,0.048725,-1.159809,False
NABE,1.0,1.5,tp,sl,long,1.0,-1.5,-0.5,-0.7,1.159809,-0.048725,0.048725,-2.452259,False
NABE,1.0,2.0,tp,sl,long,1.0,-2.0,-1.0,-1.2,1.159809,-0.048725,0.048725,-2.452259,False
NABE,1.5,0.5,tp,sl,long,1.5,-0.5,1.0,0.8,2.452259,-0.048725,0.048725,-0.566001,False
NABE,1.5,1.0,tp,sl,long,1.5,-1.0,0.5,0.3,2.452259,-0.048725,0.048725,-1.159809,False
NABE,1.5,1.5,tp,sl,long,1.5,-1.5,0.0,-0.2,2.452259,-0.048725,0.048725,-2.452259,False
NABE,1.5,2.0,tp,sl,long,1.5,-2.0,-0.5,-0.7,2.452259,-0.048725,0.048725,-2.452259,False
NABE,2.0,0.5,tp,sl,long,2.0,-0.5,1.5,1.3,2.452259,-0.048725,0.048725,-0.566001,False
NABE,2.0,1.0,tp,sl,long,2.0,-1.0,1.0,0.8,2.452259,-0.048725,0.048725,-1.159809,False
NABE,2.0,1.5,tp,sl,long,2.0,-1.5,0.5,0.3,2.452259,-0.048725,0.048725,-2.452259,False
NABE,2.0,2.0,tp,sl,long,2.0,-2.0,0.0,-0.2,2.452259,-0.048725,0.048725,-2.452259,False
NABE,3.0,0.5,sl,sl,none,-0.5,-0.5,-1.0,-1.2,2.452259,-0.511123,0.048725,-0.566001,False
NABE,3.0,1.0,timeout,sl,none,1.461512,-1.0,0.461512,0.261512,2.452259,-0.511123,0.048725,-1.159809,False
NABE,3.0,1.5,timeout,sl,none,1.461512,-1.5,-0.038488,-0.238488,2.452259,-0.511123,0.048725,-2.452259,False
NABE,3.0,2.0,timeout,sl,none,1.461512,-2.0,-0.538488,-0.738488,2.452259,-0.511123,0.048725,-2.452259,False
